account_id,plan_tier,industry,seats,contract_value_monthly,signup_date,churned,churn_date,storyline
ACC-01070,Starter,Logistics,2,83.62,2026-03-21,True,2026-06-25,slow_decay
ACC-01071,Growth,EdTech,3,150.98,2025-11-30,False,,recovered
ACC-01072,Starter,Retail,3,92.06,2025-11-29,False,,healthy
ACC-01073,Starter,Retail,6,453.93,2026-05-10,False,,sharp_drop
ACC-01074,Growth,EdTech,10,1578.32,2026-02-24,False,,seasonal
ACC-01075,Growth,Retail,8,676.91,2026-05-04,False,,healthy
ACC-01076,Growth,Manufacturing,1,116.55,2026-04-29,False,,sharp_drop
ACC-01077,Starter,FinTech,6,423.87,2026-04-01,False,,healthy
ACC-01078,Starter,Manufacturing,5,171.4,2025-12-09,False,,healthy
ACC-01079,Growth,FinTech,3,379.5,2026-05-26,False,,seasonal
ACC-01080,Growth,Manufacturing,8,1172.12,2025-11-23,True,2026-05-11,slow_decay
ACC-01081,Starter,Logistics,4,471.66,2026-04-12,False,,recovered
ACC-01082,Enterprise,EdTech,5,816.5,2026-03-30,False,,healthy
ACC-01083,Starter,Logistics,6,635.74,2026-03-08,True,2026-06-06,slow_decay
ACC-01084,Scale,Retail,6,1507.35,2026-02-01,True,2026-07-02,slow_decay
ACC-01085,Starter,Logistics,14,1030.02,2025-11-08,False,,recovered
ACC-01086,Scale,Logistics,40,8409.46,2026-03-09,True,2026-07-09,slow_decay
ACC-01087,Scale,Professional Services,3,352.42,2026-02-05,True,2026-07-22,sharp_drop
ACC-01088,Starter,FinTech,11,943.18,2025-12-09,False,,healthy
ACC-01089,Starter,Logistics,2,215.6,2025-11-27,False,,healthy
ACC-01090,Scale,EdTech,30,2677.78,2025-11-03,True,2026-07-08,sharp_drop
ACC-01091,Scale,Professional Services,9,2434.22,2025-11-26,True,2026-04-14,slow_decay
ACC-01092,Starter,Professional Services,3,211.44,2026-01-25,False,,healthy
ACC-01093,Enterprise,EdTech,18,3407.41,2026-04-15,False,,healthy
ACC-01094,Growth,Logistics,9,568.98,2026-05-24,False,,healthy
ACC-01095,Growth,Professional Services,5,275.42,2025-12-20,False,,recovered
ACC-01096,Scale,Retail,19,1945.96,2026-02-08,False,,seasonal
ACC-01097,Enterprise,Retail,9,1288.17,2026-02-28,False,,healthy
ACC-01098,Starter,Manufacturing,2,202.4,2025-11-19,True,2026-06-30,sharp_drop
ACC-01099,Scale,Logistics,11,3046.02,2026-01-26,True,2026-07-14,slow_decay
ACC-01100,Growth,EdTech,5,917.9,2025-11-29,False,,healthy
ACC-01101,Starter,EdTech,2,205.95,2026-04-14,False,,recovered
ACC-01102,Growth,Logistics,3,459.79,2026-04-04,False,,healthy
ACC-01103,Enterprise,Logistics,13,3697.41,2025-11-28,False,,healthy
ACC-01104,Enterprise,Logistics,14,6459.23,2025-12-05,False,,healthy
ACC-01105,Growth,Retail,6,1018.97,2026-03-28,True,2026-07-19,slow_decay
ACC-01106,Starter,Manufacturing,4,412.7,2026-05-07,False,,healthy
ACC-01107,Growth,Logistics,3,442.18,2026-01-07,True,2026-04-17,sharp_drop
ACC-01108,Scale,EdTech,19,4439.47,2025-12-29,False,,healthy
ACC-01109,Starter,EdTech,2,233.44,2026-04-27,False,,healthy
ACC-01110,Growth,Retail,3,519.61,2026-05-25,False,,slow_decay
ACC-01111,Growth,Logistics,8,1500.87,2026-05-23,False,,healthy
ACC-01112,Scale,Healthcare,5,1194.89,2025-11-11,True,2026-06-19,sharp_drop
ACC-01113,Starter,Media,1,105.36,2026-05-27,False,,slow_decay
ACC-01114,Scale,EdTech,9,1080.74,2026-01-18,False,,recovered
ACC-01115,Starter,Logistics,2,91.61,2025-12-24,False,,seasonal
ACC-01116,Scale,FinTech,3,622.65,2026-04-18,True,2026-07-19,slow_decay
ACC-01117,Growth,Media,5,695.08,2026-01-14,True,2026-05-11,sharp_drop
ACC-01118,Growth,Professional Services,11,1961.83,2026-04-04,False,,healthy
ACC-01119,Enterprise,Retail,14,4135.37,2026-04-19,False,,recovered
ACC-01120,Scale,EdTech,14,2399.2,2026-02-01,False,,recovered
ACC-01121,Growth,Manufacturing,4,698.54,2025-11-09,False,,healthy
ACC-01122,Starter,Healthcare,10,532.13,2025-11-25,True,2026-03-21,sharp_drop
ACC-01123,Starter,Manufacturing,10,841.89,2025-11-13,False,,seasonal
ACC-01124,Starter,Professional Services,3,306.45,2026-03-31,True,2026-07-10,slow_decay
ACC-01125,Growth,FinTech,5,378.21,2025-12-04,False,,recovered
ACC-01126,Scale,EdTech,10,1454.62,2026-03-07,False,,recovered
ACC-01127,Scale,Media,4,739.05,2025-11-25,False,,seasonal
ACC-01128,Growth,EdTech,11,1145.39,2025-11-22,True,2026-04-03,sharp_drop
ACC-01129,Starter,EdTech,7,344.75,2025-11-30,False,,healthy
ACC-01130,Starter,Logistics,5,436.11,2026-04-01,True,2026-07-01,sharp_drop
ACC-01131,Enterprise,EdTech,32,4149.04,2026-01-17,False,,healthy
ACC-01132,Starter,Media,2,140.82,2026-01-09,True,2026-06-17,sharp_drop
ACC-01133,Scale,Logistics,9,1830.37,2026-05-18,False,,recovered
ACC-01134,Starter,Manufacturing,1,107.87,2026-05-04,False,,slow_decay
ACC-01135,Starter,Logistics,1,91.04,2025-11-23,False,,recovered
ACC-01136,Starter,Retail,8,909.74,2025-11-30,True,2026-04-18,sharp_drop
ACC-01137,Scale,Media,4,491.96,2026-01-09,False,,healthy
ACC-01138,Scale,Professional Services,63,7967.95,2025-11-25,False,,healthy
ACC-01139,Growth,Logistics,3,209.94,2026-01-03,False,,recovered
ACC-01140,Starter,Media,2,81.7,2025-11-22,True,2026-05-13,sharp_drop
ACC-01141,Scale,Professional Services,4,557.22,2026-03-12,True,2026-07-09,slow_decay
ACC-01142,Growth,Professional Services,7,1220.95,2026-03-20,False,,recovered
ACC-01143,Scale,Logistics,8,613.08,2025-11-27,True,2026-04-07,sharp_drop
ACC-01144,Starter,Media,2,145.51,2025-11-17,False,,healthy
ACC-01145,Growth,Media,11,656.52,2025-11-22,False,,seasonal
ACC-01146,Scale,Healthcare,10,925.21,2026-05-28,False,,slow_decay
ACC-01147,Growth,Logistics,6,827.22,2026-04-04,False,,recovered
ACC-01148,Scale,EdTech,6,467.08,2026-02-02,False,,healthy
ACC-01149,Scale,EdTech,7,1150.38,2026-02-26,False,,seasonal
ACC-01150,Growth,Manufacturing,4,292.7,2026-02-06,True,2026-06-29,sharp_drop
ACC-01151,Enterprise,EdTech,8,2578.94,2025-11-23,False,,healthy
ACC-01152,Starter,EdTech,1,107.6,2026-05-24,False,,seasonal
ACC-01153,Growth,Logistics,2,127.27,2026-01-02,False,,seasonal
ACC-01154,Starter,Manufacturing,3,124.65,2025-12-31,False,,seasonal
ACC-01155,Growth,Healthcare,5,295.18,2025-11-01,True,2026-06-16,sharp_drop
ACC-01156,Enterprise,FinTech,14,1997.65,2025-11-13,False,,healthy
ACC-01157,Scale,Professional Services,19,4065.26,2025-11-17,True,2026-07-14,slow_decay
ACC-01158,Starter,Retail,1,33.96,2026-02-13,False,,seasonal
ACC-01159,Starter,FinTech,5,157.76,2025-11-05,False,,healthy
ACC-01160,Growth,Media,9,1257.17,2026-05-25,False,,slow_decay
ACC-01161,Enterprise,EdTech,20,4243.75,2026-04-29,False,,slow_decay
ACC-01162,Growth,Professional Services,24,2813.37,2026-04-21,False,,seasonal
ACC-01163,Enterprise,Logistics,16,2078.31,2026-04-02,False,,seasonal
ACC-01164,Starter,Media,1,118.81,2026-01-25,False,,healthy
ACC-01165,Starter,Retail,3,178.43,2025-11-14,False,,healthy
ACC-01166,Growth,Retail,11,2058.81,2026-04-05,False,,healthy
ACC-01167,Starter,FinTech,4,174.92,2025-11-19,False,,seasonal
ACC-01168,Enterprise,Media,6,847.86,2026-05-24,False,,healthy
ACC-01169,Starter,FinTech,4,440.43,2026-02-22,False,,healthy
ACC-01170,Starter,FinTech,5,356.37,2026-01-27,False,,healthy
ACC-01171,Starter,Retail,4,228.86,2025-12-30,False,,healthy
ACC-01172,Scale,Retail,30,3404.56,2026-02-28,False,,healthy
ACC-01173,Starter,Manufacturing,4,336.57,2026-03-22,True,2026-07-01,sharp_drop
ACC-01174,Starter,Manufacturing,2,122.17,2026-01-11,False,,healthy
ACC-01175,Scale,Media,47,7498.96,2026-03-16,False,,healthy
ACC-01176,Starter,FinTech,2,151.75,2025-11-11,False,,healthy
ACC-01177,Growth,Professional Services,9,1536.32,2025-11-20,False,,recovered
ACC-01178,Scale,Media,14,3658.21,2026-05-18,False,,healthy
ACC-01179,Enterprise,Retail,8,2836.57,2026-05-04,False,,slow_decay
ACC-01180,Starter,Professional Services,18,1381.39,2026-02-11,False,,healthy
ACC-01181,Starter,Manufacturing,4,229.7,2026-05-28,False,,sharp_drop
ACC-01182,Starter,Professional Services,3,119.59,2026-02-17,True,2026-07-03,sharp_drop
ACC-01183,Starter,Logistics,5,355.46,2026-04-13,False,,healthy
ACC-01184,Starter,Professional Services,1,95.41,2025-12-02,False,,healthy
ACC-01185,Starter,Logistics,3,329.87,2026-02-14,False,,seasonal
ACC-01186,Growth,EdTech,4,349.45,2026-02-16,False,,healthy
ACC-01187,Starter,EdTech,4,135.2,2026-04-01,False,,healthy
ACC-01188,Growth,Media,2,287.56,2025-12-17,False,,seasonal
ACC-01189,Starter,FinTech,3,308.78,2026-02-13,True,2026-07-12,slow_decay
ACC-01190,Growth,FinTech,15,1450.98,2025-11-24,False,,healthy
ACC-01191,Starter,Retail,6,688.4,2025-11-30,False,,healthy
ACC-01192,Starter,Healthcare,9,579.98,2026-03-24,False,,seasonal
ACC-01193,Starter,Retail,5,443.34,2026-05-13,False,,healthy
ACC-01194,Starter,Professional Services,3,103.5,2026-01-12,True,2026-06-28,slow_decay
ACC-01195,Enterprise,Healthcare,18,3450.76,2026-04-04,True,2026-07-05,slow_decay
ACC-01196,Scale,EdTech,28,6992.64,2025-12-06,True,2026-03-15,slow_decay
ACC-01197,Starter,Healthcare,3,199.37,2026-02-11,False,,healthy
ACC-01198,Starter,Media,3,354.96,2026-01-04,False,,healthy
ACC-01199,Starter,Healthcare,1,119.37,2026-04-03,True,2026-07-15,sharp_drop
